text,is_hate_1,is_toxic_1,is_offensive_1,is_hate_2,is_toxic_2,is_offensive_2,is_hate_3,is_toxic_3,is_offensive_3,is_hate_4,is_toxic_4,is_offensive_4,is_hate_5,is_toxic_5,is_offensive_5,is_hate_6,is_toxic_6,is_offensive_6
@user @user Of course they are monitoring our accounts!! Many of them have infiltrated the #PutSouthAfricansFirst I have seen many of you following and being followed by people from the countries we’re rallying against! I’ve blocked many myself. TIME TO CHECK YOUR FOLLOWERS AND BLOCK,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1
"I repeat, we will ensure that there's no employer that employs foreigners on none scare skills jobs. South Africans are not going to go hungry on our watch. For now the company will take 50 South Africans and the rest will be removed later. #PutSouthAficansFirst #Dudula",0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0
"We only love our S.A.our only home till death, no other country will be better home than your Ancestral home which is S.A.for us ✌ #PutSouthAfricansFirst ✊✊✊✊ <URL>",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Zimbabweans are breaking in to our houses, taking double cabs via Limpopo river, Nigerians are selling drugs to our kids, hijacking flats, making our young kids prostitutes, Somalis &amp; Pakistanis are producing cheap &amp; dangerous foods, in every heist you'll always find a foreigner.",0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"@user Please deport all illegal immigrants and drug dealers.
#PutSouthAfricansFirst",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
@user @user Didn’t say it’s okay for them to sell drugs or come in the country illegally but it’s unfair to chase them away when all they trying is to make a living legally.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"@user Let's keep the fire burning 
#PutSouthAfricansFirst",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
People of Soweto said it that they will make a clean up on the 16th of June however they started earlier than that. No foreigners in Soweto <URL>,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1
@user @user @user Ask the Europeans who captured Senekal if destroying police van is OK. #VoteEFF2021 EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF EFF,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
@user U  r mad what is xenophobic about asking to be prioritized in our country. S.A.  is for SAfr it is not Africa go back to your rubbish countries #putsouthAfricansFirst  #ForeignersGoHome  #NigeriansMustGo #zimbabweansMustGo #humantraffickingawareness #Join16OctoberCleanSA,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
@user No we thank you for waking us up and for that we will forever stand by your side #HandsOffLeratoPillay #PutSouthAfricansFirst,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
@user @user If they are poor foreigners must they come here illegally!,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
Our country guyzin.... foreigners are doing as they please....#DUDULA #PutSouthAfricaFirst #OperationDudula <URL>,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
@user She called South Africans Roaches. #BoityWanyela #PutSouthAfricansFirst,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"People Are Stealing Schol Properties Cos Ka Makala Lebati La Makhi Le Ngwetse 12B 🙄🙄🙄🙄

#bhekicele #nyannyan #PutSouthAfricansFirst",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"True;Whoever enter this country illegally is a criminal and should be treated as such
#VoetsekANC 
#VoetsekEFF 
#OperationDudula",0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1
2019 Rugby World Cup Winners!!!!!! Congratulations Boys we were behind you all the way _x1f64c__x1f3fd__x1f64c__x1f3fd__x1f64c__x1f3fd__x1f64c__x1f3fd__x1f64c__x1f3fd__x1f64c__x1f3fd__x1f64c__x1f3fd__x1f64c__x1f3fd__x1f1ff__x1f1e6__x1f1ff__x1f1e6__x1f1ff__x1f1e6__x1f1ff__x1f1e6__x1f1ff__x1f1e6__x1f1ff__x1f1e6__x1f1ff__x1f1e6__x1f1ff__x1f1e6__x1f62d__x1f62d__x1f62d__x1f62d__x1f62d__x1f62d__x1f62d__x1f62d__x1f62d_#RWCFinal #SiyaKolisi #Springboks #RugbyWorldCupfinal <URL>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user We're all still waiting for when your family will give your generational wealth to the poorest Blacks? When is the announcement?
Your soy-boy bitch nephew basically took a shit on all Whites in SA so c'mon.....

<URL> <URL>",0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1
@user In our fake rainbow nation we must not forget that Europeans never have our best interest at heart. Plus they are the major beneficiaries of illegal immigration. Exposing him was fine but his children n family??.#PutSouthAfricaFirst  is here to stay,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
@user Hamas is just attacking IDF militants in those areas. Hamas has every right to defend their territory unlike Israel terrorist scumbags,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1
GDP: Life sentence for 5 men convicted of murder <URL>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Compatriots, #operationdudula is not going to come to you,you are the #Dudula of your communities, start it there! 
#Dudula2021
#sowetouprising 
#PutSouthAficansFirst 
#WeWantOurCountryBack <URL>",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
IFP is infiltrated by amaIndia and couldn't even condemn racist indians of Phoenix who kilked Zulu people. #PhoenixMassacre #DontVoteIFPnAnc #IFPManifestoLaunch,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0
"#PRAYFORSOUTHAFRICA
Help us get rid of illegal criminal foreign nationals.  We're tired now. @user send our army to help us deport all these illegal aliens.  

#OperationDudula
#PutSouthAfricaFirst 
#June16 
#sowetouprising 
#Soweto",0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1
@user We need to get rid of all foreigners that don’t bring any rare skills. #PutSouthAfricansFirst,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
SA women with exaggeration  complimentary of foreign men as if we don't have men in this country!! I know our men can be an annoyance sometimes but they still ours stop embarrassing us nimane ni praise amadoda akwamanye amazwe tuu!! <URL>,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
#PutSouthAfricaFirst is vocal about this issue and people scream xenophobia. <URL>,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Hamba kahle mkhonto @user #PutSouthAfricansFirst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user If you have them then they are foreigners in Zimbabwe. Just like Zimbos are foreigners in South Africa. .,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
@user @user This is a result of some anc cadre that got a tender that  knew nothing about bridge building tender boys at work hear #PutSouthAfricansFirst,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
"In whose country konje??

Go complain in your own country. #PutSouthAfricansFirst <URL>",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
@user @user ZaiZais Must go back home and fight their goverment. Lol soldiers are their brothers and sisters. They must stop being cowards. #ForeignersVacateOurJobs. #PutSouthAfricansFirst,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1
"@user @user @user @user The @user &amp; @user  must immediately implement visa requirements on the following countries:
1 Somalia
2 Ethiopia
3 Zimbabwe
4 Mozambique
5 Nigeria
6 Malawi
7 Congo
8 Ghana
9 Pakistan
10 Build wall between Zim &amp; RSA!!!
#PutSouthAficansFirst <URL>",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
@user These are the consequences of you encouraging illegal foreigners from Zimbabwe to come to SA. Their land will return to the wolves. <URL>,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0
@user account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zimbabweans are hogging these hashtags with fake accounts hoping to derail the movement, why are they not complaining about the state of their country but have a say on this? Oh wait they are the ones most implicated on crimes here! #PutSouthAfricaFirst 
#PutSouthAfricansFirst <URL>",0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1
"Gqom mixtape 
<URL>

#PutSouthAfricaFirst
#FridayFeeling #FridayMotivation #BHOVAMANIAEP #sapsKZN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user @user @user He has huge followers and we need to engage him on the #PutSouthAfricansFirst we need such public figures who are with us @user can you guys come together to lead along with ordinary SAns. #PutSouthAfricansFirst,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user @user @user @user @user @user @user @user There are certain crimes that are foreign in this country and we well aware that they are only being committed by foreigners, like car spikes on the roads and human trafficking, therefore there's nothing wrong when we single out those nations committing those crimes.",0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1
"@user Mr Mashaba is spot on this illegal immigrants are burden to us the poor .they  are benefiting from all our resources , wealthy people like you who can't pay us a visit and know our struggle will always praise this foreigners",0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0
"We have too many problems in South Africa for us to be concerned about whats happening to Foreigners in their countries, everyone must deal with issues in their own country #PutSouthAfricansFirst <URL>",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"#OperationDudula #Dudula2021 #PutSouthAfricaFirst one Kasi at a time, we keep winning guys, we are done. <URL>",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1
"@user @user @user @user @user 90% there is no skill transfer at all @user why do you hate South Africans so much @user can you see that foreigners are taking our jobs.
#PutSouthAficansFirst #PutSouthAfricanFirst",0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0
SOUTH AFRICANS will remain slaves to their White masters. Never before have a seen a nation so brainwashed. #MUFC #FridayMotivation #KibraPolls #FridayFeeling #SpringboksChampions #FridayThoughts #Anele #SiyaKolisi #RachelKolisi @user @user @user @user <URL>,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1
"Dear Patriots 

Let us all support the great people of Soweto in their Operation #Dudula2021 

Whilst we may not be part of the organising of this important event we should however throw our weight behind it.

We can’t be caught up in pettiness of who organised it. Let’s support! <URL>",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"Nigerians Started Xenophobia attack during Ghana must Go! <URL> via @user

#juliusmalemamustfall

#PutSouthAfricansFirst",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
These stupid police failed to do that wen they was a protest in senekal ..bcoz blacks are beating up a white man they use teargas... the state’s property as vandalized they did nothing #EFFRedFriday,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"@user @user @user @user @user @user @user @user @user @user @user TRUTH, JUSTICE, THE SIGNED CONTRACT @user PERSONALLY OWES, ALL THE RESTRAINING ORDERS I REQUESTED &amp; THE COMPENSATION FOR ALL MY STOLEN EBOOKS! THAT IS JUSTICE ... NOT ALL THEIR ALTERNATIVE DECEITFUL HACKING STALKING STEALING TRACKING EXPLOITING RAPIST CRIMINAL SCUMBAGS!",0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
I will never nor wish any daughter of this land  to be a prostitute. Prostitution is against our cultural values. #Protectourdaughters #PutSouthAfricansFirst #VoetsekEFF,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
"#PutSouthAfricaFirst
#PutSouthAfricansFirst
We tired of FORIEGN nationals
SOUTH AFRICA IS BETTER OF WITHOUT THEM",0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1
"SA government must help these people who are in South Africa. Help them with repatriation, most of them are undocumented so they can't line up for food parcels fearing they could be arrested. @user @user @user @user #PutSouthAfricansFirst <URL>",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user The legal foreigners are deadly as well cause they allow exploitation.,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0
@user @user @user Not sure what you mean. There are tonnes of foreigners legally employed in SA. There is a global talent grab! You sneeze you loose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@user Shiba to the moon!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user Total garbage this government is #ANCHatesSouthAfricans #ANCCorruptionMustFall #ANCMustFall #PutSouthAfricansFirst,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
"Thula sizwe
Esimnyama
Sikhalale izwe lethu
Elathathwa amabhunu
Mabawuyeke umhlaba wethu!
#Sharpvillemassacre
#June16
#boipatongmassacre
#marikanamassacre
#PhoenixMassacre <URL>",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
@user @user Yet foreigners are employed with fake documents #PutSouthAfricansFirst #WeWantOurCountryBack,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"I find this pointless, Nigerians are killing our youth with their drugs and no much against their actions #EFFinPhoenix",0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1
"Siyazingca ngawe marn Gqwashu, you showed the Xhosa leadership, siyazingca Lawu. ✊ #SAvENG #siyakolisi  #Springboks #SSRugby <URL>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@user @user @user This must come to an end. All foreigners in our country must leave. Legal or illegal, they will come back only if they have a scarce skills which we don't have on the country. Right now any job belongs to our people. Choose SAns FIRST",0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
@user @user As long as South Africans compete with foreigners who will work for next to nothing then illegal immigration will forever be an issue. Wena shut up and let us tell our story and see if your party will have any progress when you don't listen to the actual people telling their stor,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
"@user @user A whole Ugandan Mampara, <URL> led by COWARDS PERIOD, bloody cowards, bloody cowards and SELLOUTS #PutSouthAfricansFirst <URL>",0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
"@user No this is a foreigner we told you about, that they are capable of committing any crime in our country &amp; disappear without a trace and u called us xenophobic.
#PutSouthAfricansFirst has been saying this and yall wanted to believe by seeing, there you have it",0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1
"These ones(Zimbos) are running an illegal imigration agency (New Dawn Migration) selling fake permits &amp; documentation in Centurion, the lady's name is Carol &amp; the guy is Tshifamba ""Mr Billionaire"" #PutSouthAficansFirst #PutSouthAfricansFirst #OperationDudula #OnsBaizaNie <URL>",0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
"Angisho lutho #SAPS retreated when foreigners stoned them in #Gauteng watched on as whites burned state property in Senekal but killed #FeesMustFall protester,   #SANDF murdered sum1 4 having a beer in his yard &amp; then theres #marikana. #GautengShutdown #FamilyMeeting #FreeZumaNow",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
@user @user @user @user @user Oh please they would have done the same in Senekal they just weren't prepared as normally farmers protest unlike EFF and other communities who always burn and damage things,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
@user Bullshit force... after hours your members are part of the South Africans. They must abuse South Africans at their own risk cause after hours the citizens of this Nation must start talking to them. We cannot be bullied and foreigners live peaceful. Blood is coming even to you ppl,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"@user Go tell that to your country women, Malawians and Zimbabwean. #InfluxOfImmigrantsMustStop 
#InfluxOfImmigrantsMustStop 
#InfluxOfImmigrantsMustStop 
#InfluxOfImmigrantsMustStop 
#PutSouthAfricansFirst",0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
"I would not want to be an #VoetsekANCSupporters this week! 

We are going to see the #ANC protecting their criminal enterprises and friends, illicit  &amp; human trafficking comrades get kicked out of the country, you do not want to be associated with them!

#PutSouthAfricansFirst <URL>",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
@user @user My cousin is mathematics and accounting teacher. He is unemployed. Such excuse and hogwash make me sick. I am not convinced that foreigners must be given jobs here. Limpopo and NW did well by terminating Zims and Nigerians teachers. Go home,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0
